Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;gender;gender-text;gender-quantised;Age;Age-text;Age-quantised;Country;Country-text;Country-quantised;Language;Language-text;Language-quantised;Education;Education-text;Education-quantised;END QUESTIONNAIRE
1;1632748118379;27/09/2021 13:08:38;1632748118127;3;27/09/2021 16:08:38;55551;22;questionnaire-c7cw;;16021435;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;1399x809;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;32;;15;Suomi;;209;Ei ole / perusteet;;1;Tohtorintutkinto / lisensiaattitutkinto;;1;29071
1;1634040334088;12/10/2021 12:05:34;1634040333956;3;12/10/2021 15:05:33;55551;22;questionnaire-c7cw;;16325036;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;59;;42;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;30725
1;1634043249995;12/10/2021 12:54:09;1634043249859;3;12/10/2021 15:54:09;55551;22;questionnaire-c7cw;;16326566;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;46;;29;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;25854
1;1634633804550;19/10/2021 08:56:44;1634633804453;3;19/10/2021 11:56:44;55551;22;questionnaire-c7cw;;16489248;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x654;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;27;;10;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;21077
1;1634710784977;20/10/2021 06:19:44;1634710784876;3;20/10/2021 09:19:44;55551;22;questionnaire-c7cw;;16525717;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;34;;17;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;23997
1;1634714936836;20/10/2021 07:28:56;1634714936714;3;20/10/2021 10:28:56;55551;22;questionnaire-c7cw;;16526167;BLIND;4886650;;live;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;2560x1440;1696x1265;Science Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;;;No;Nainen;;1;39;;22;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;28525
1;1634716915854;20/10/2021 08:01:55;1634716915754;3;20/10/2021 11:01:55;55551;22;questionnaire-c7cw;;16526808;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;63;;46;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;26228
1;1634717467372;20/10/2021 08:11:07;1634717467263;3;20/10/2021 11:11:07;55551;22;questionnaire-c7cw;;16527042;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;30;;13;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;28561
1;1634719702776;20/10/2021 08:48:22;1634719702692;3;20/10/2021 11:48:22;55551;22;questionnaire-c7cw;;16528241;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En halua kertoa;;5;58;;41;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;25583
1;1634720492988;20/10/2021 09:01:32;1634720492796;3;20/10/2021 12:01:32;55551;22;questionnaire-c7cw;;16528757;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;58;;41;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;29228
1;1634723930051;20/10/2021 09:58:50;1634723931064;3;20/10/2021 12:58:51;55551;22;questionnaire-c7cw;;16530507;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;65;;48;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;61573
1;1634726395423;20/10/2021 10:39:55;1634726395330;3;20/10/2021 13:39:55;55551;22;questionnaire-c7cw;;16531964;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;35;;18;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;31065
1;1634738695459;20/10/2021 14:04:55;1634738695375;3;20/10/2021 17:04:55;55551;22;questionnaire-c7cw;;16538124;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x977;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;45;;28;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;22693
1;1634750375081;20/10/2021 17:19:35;1634750376957;3;20/10/2021 20:19:36;55551;22;questionnaire-c7cw;;16545173;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Muunsukupuolinen;;3;44;;27;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;23778
1;1634896571085;22/10/2021 09:56:11;1634896570908;3;22/10/2021 12:56:10;55551;22;questionnaire-c7cw;;16590479;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;37;;20;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;21057
1;1635002810904;23/10/2021 15:26:50;1635002820206;2;23/10/2021 17:27:00;55551;22;questionnaire-c7cw;;16623576;BLIND;4914191;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;27;;10;Norja;;157;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;38216
1;1635081577432;24/10/2021 13:19:37;1635081581440;3;24/10/2021 16:19:41;55551;22;questionnaire-c7cw;;16633580;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Muunsukupuolinen;;3;33;;16;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;30060
1;1635164367132;25/10/2021 12:19:27;1635164367016;3;25/10/2021 15:19:27;55551;22;questionnaire-c7cw;;16655012;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;53;;36;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;28149
1;1635171837448;25/10/2021 14:23:57;1635171837300;3;25/10/2021 17:23:57;55551;22;questionnaire-c7cw;;16659642;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;26;;9;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;36404
1;1635243524973;26/10/2021 10:18:44;1635243524928;3;26/10/2021 13:18:44;55551;22;questionnaire-c7cw;;16684829;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1517x953;Openminded Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;27;;10;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;19603
1;1635328591190;27/10/2021 09:56:31;1635328591171;3;27/10/2021 12:56:31;55551;22;questionnaire-c7cw;;16723089;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;45;;28;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;25197
1;1635338590570;27/10/2021 12:43:10;1635338590376;3;27/10/2021 15:43:10;55551;22;questionnaire-c7cw;;16725919;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;62;;45;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;49720
1;1635344203448;27/10/2021 14:16:43;1635344205618;3;27/10/2021 17:16:45;55551;22;questionnaire-c7cw;;16728572;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;59;;42;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;45860
1;1635349732426;27/10/2021 15:48:52;1635349732323;3;27/10/2021 18:48:52;55551;22;questionnaire-c7cw;;16731903;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;21;;4;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;37068
1;1635350852700;27/10/2021 16:07:32;1635350852892;3;27/10/2021 19:07:32;55551;22;questionnaire-c7cw;;16732420;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En halua kertoa;;5;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;32721
1;1635499196154;29/10/2021 09:19:56;1635499196406;3;29/10/2021 12:19:56;55551;22;questionnaire-c7cw;;16767568;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;55;;38;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;58608
1;1635502010655;29/10/2021 10:06:50;1635502013634;3;29/10/2021 13:06:53;55551;22;questionnaire-c7cw;;16768282;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;27;;10;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;28076
1;1635509784634;29/10/2021 12:16:24;1635509784720;3;29/10/2021 15:16:24;55551;22;questionnaire-c7cw;;16770606;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;27;;10;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;23261
1;1635784933015;01/11/2021 16:42:13;1635784932857;2;01/11/2021 18:42:12;55551;22;questionnaire-c7cw;;16812561;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;26;;9;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;25992
1;1635856745603;02/11/2021 12:39:05;1635856744690;1;02/11/2021 13:39:04;55551;22;questionnaire-c7cw;;16828013;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;25;;8;Alankomaat;;3;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;20553
1;1635934614119;03/11/2021 10:16:54;1635934613987;2;03/11/2021 12:16:53;55551;22;questionnaire-c7cw;;16848626;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;34;;17;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;24201
1;1636020972665;04/11/2021 10:16:12;1636020972787;2;04/11/2021 12:16:12;55551;22;questionnaire-c7cw;;16876903;BLIND;4995455;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x577;Science Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;;;No;Mies;;2;69;;52;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;41545
1;1637328185537;19/11/2021 13:23:05;1637328185460;2;19/11/2021 15:23:05;55551;22;questionnaire-c7cw;;17312770;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;48804
1;1637427521922;20/11/2021 16:58:41;1637427521820;2;20/11/2021 18:58:41;55551;22;questionnaire-c7cw;;17340371;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;61;;44;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;52245
1;1637498546567;21/11/2021 12:42:26;1637498545037;2;21/11/2021 14:42:25;55551;22;questionnaire-c7cw;;17350557;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;66;;49;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;45274
1;1637593248385;22/11/2021 15:00:48;1637593248771;2;22/11/2021 17:00:48;55551;22;questionnaire-c7cw;;17376474;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;35;;18;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;20722
1;1637616139888;22/11/2021 21:22:19;1637616139551;2;22/11/2021 23:22:19;55551;22;questionnaire-c7cw;;17389419;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;20;;3;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;28005
1;1637648756610;23/11/2021 06:25:56;1637648756868;2;23/11/2021 08:25:56;55551;22;questionnaire-c7cw;;17395047;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;43;;26;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;66996
1;1637656229173;23/11/2021 08:30:29;1637656229100;2;23/11/2021 10:30:29;55551;22;questionnaire-c7cw;;17395770;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;36;;19;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;27770
