Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;gender;gender-text;gender-quantised;Age;Age-text;Age-quantised;Country;Country-text;Country-quantised;Language;Language-text;Language-quantised;Education;Education-text;Education-quantised;END QUESTIONNAIRE
1;1637660304910;23/11/2021 09:38:24;1637660304773;2;23/11/2021 11:38:24;55551;22;questionnaire-c7cw;;17397679;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;24;;7;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;23967
1;1637849437741;25/11/2021 14:10:37;1637849439727;2;25/11/2021 16:10:39;55551;22;questionnaire-c7cw;;17473132;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;25;;8;Suomi;;209;Muu, mikä?;sujuva, mutta ei äidinkielen tasoinen;;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;132023
1;1638043846790;27/11/2021 20:10:46;1638043847577;2;27/11/2021 22:10:47;55551;22;questionnaire-c7cw;;17526086;BLIND;5175309;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;26;;9;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;16373
1;1638224025439;29/11/2021 22:13:45;1638224025344;2;30/11/2021 00:13:45;55551;22;questionnaire-c7cw;;17572193;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1344x756;1100x608;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;64;;47;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;47023
1;1638265456560;30/11/2021 09:44:16;1638265546821;2;30/11/2021 11:45:46;55551;22;questionnaire-c7cw;;17580216;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;62;;45;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;24812
1;1638270085413;30/11/2021 11:01:25;1638270103831;2;30/11/2021 13:01:43;55551;22;questionnaire-c7cw;;17582354;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;51;;34;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;91508
1;1638348260630;01/12/2021 08:44:20;1638348260487;2;01/12/2021 10:44:20;55551;22;questionnaire-c7cw;;17611142;BLIND;5201242;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x909;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;39904
1;1638355982597;01/12/2021 10:53:02;1638355981391;2;01/12/2021 12:53:01;55551;22;questionnaire-c7cw;;17614297;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;69;;52;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;21513
1;1638960585043;08/12/2021 10:49:45;1638960584957;2;08/12/2021 12:49:44;55551;22;questionnaire-c7cw;;17838601;BLIND;5258209;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x955;Openminded Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;42;;25;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;30428
1;1639132469467;10/12/2021 10:34:29;1639132469402;2;10/12/2021 12:34:29;55551;22;questionnaire-c7cw;;17908458;BLIND;5282634;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x754;Reasoning Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;67;;50;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;52516
1;1639158403269;10/12/2021 17:46:43;1639158403163;2;10/12/2021 19:46:43;55551;22;questionnaire-c7cw;;17925138;BLIND;5287907;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1920x1080;1324x994;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;66;;49;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;57082
1;1639208178206;11/12/2021 07:36:18;1639208174807;2;11/12/2021 09:36:14;55551;22;questionnaire-c7cw;;17936489;BLIND;5290491;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1536x864;1536x714;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;72;;55;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;28535
1;1639236289886;11/12/2021 15:24:49;1639236289544;2;11/12/2021 17:24:49;55551;22;questionnaire-c7cw;;17941157;BLIND;5292007;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;960x485;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;64;;47;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;41570
1;1639314224860;12/12/2021 13:03:44;1639314224736;2;12/12/2021 15:03:44;55551;22;questionnaire-c7cw;;17950813;BLIND;5294346;;live;;;computer;Desktop or Laptop;Linux x86_64;Firefox 94.0;1920x1080;1920x966;Science Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;;;No;Mies;;2;53;;36;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;69065
1;1639393195972;13/12/2021 10:59:55;1639393195918;1;13/12/2021 11:59:55;55551;22;questionnaire-c7cw;;17963310;BLIND;5298015;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 96.0.4664.93;1920x1080;1920x924;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;35;;18;Alankomaat;;3;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;19046
1;1639463563900;14/12/2021 06:32:43;1639463563683;2;14/12/2021 08:32:43;55551;22;questionnaire-c7cw;;17983683;BLIND;5305503;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1280x720;1280x593;Openminded Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Muu;;4;54;;37;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;51654
1;1639578107245;15/12/2021 14:21:47;1639578107358;2;15/12/2021 16:21:47;55551;22;questionnaire-c7cw;;18016981;BLIND;5317567;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1920x1080;1920x937;Reasoning Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;66;;49;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;55784
1;1639590141153;15/12/2021 17:42:21;1639590141211;2;15/12/2021 19:42:21;55551;22;questionnaire-c7cw;;18027258;BLIND;5320807;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1920x1080;1920x899;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;65;;48;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;58012
1;1639740116511;17/12/2021 11:21:56;1639740116385;2;17/12/2021 13:21:56;55551;22;questionnaire-c7cw;;18089650;BLIND;5336084;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1440x900;1140x731;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;65;;48;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;42258
1;1640013358103;20/12/2021 15:15:58;1640013359049;2;20/12/2021 17:15:59;55551;22;questionnaire-c7cw;;18148526;BLIND;5354577;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1536x864;1536x722;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;73;;56;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;81585
1;1640015449497;20/12/2021 15:50:49;1640015449403;2;20/12/2021 17:50:49;55551;22;questionnaire-c7cw;;18149719;BLIND;5355205;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1280x800;1280x697;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;42;;25;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;29109
1;1640065728568;21/12/2021 05:48:48;1640065729273;2;21/12/2021 07:48:49;55551;22;questionnaire-c7cw;;18160142;BLIND;5358132;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1600x900;1600x757;Reasoning Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;34464
1;1640193795947;22/12/2021 17:23:15;1640193796086;2;22/12/2021 19:23:16;55551;22;questionnaire-c7cw;;18186796;BLIND;5372338;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;640x360;640x295;Reasoning Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Mies;;2;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ammattikoulututkinto;;4;62439
1;1640295632505;23/12/2021 21:40:32;1640295632356;2;23/12/2021 23:40:32;55551;22;questionnaire-c7cw;;18199646;BLIND;5375463;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1920x1080;1920x1000;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;66;;49;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;19349
1;1640607516493;27/12/2021 12:18:36;1640607516519;2;27/12/2021 14:18:36;55551;22;questionnaire-c7cw;;18216594;BLIND;5380955;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;41823
1;1640607695958;27/12/2021 12:21:35;1640607692279;2;27/12/2021 14:21:32;55551;22;questionnaire-c7cw;;18216643;BLIND;5380940;;live;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;1536x754;Decision Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;;;;No;Nainen;;1;67;;50;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;126600
1;1640612249503;27/12/2021 13:37:29;1640612249329;2;27/12/2021 15:37:29;55551;22;questionnaire-c7cw;;18217764;BLIND;5381386;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 95.0;1440x900;1440x688;Decision Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;;;;No;Muunsukupuolinen;;3;24;;7;Yhdistynyt kuningaskunta;;246;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;15531
1;1640612322484;27/12/2021 13:38:42;1640612322550;2;27/12/2021 15:38:42;55551;22;questionnaire-c7cw;;18217780;BLIND;5381371;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1366x768;1366x625;Decision Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;;;;No;En halua kertoa;;5;60;;43;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;41268
1;1640703529571;28/12/2021 14:58:49;1640703527158;2;28/12/2021 16:58:47;55551;22;questionnaire-c7cw;;18227877;BLIND;5384429;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x764;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;63;;46;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;30551
1;1640719110599;28/12/2021 19:18:30;1640719105524;2;28/12/2021 21:18:25;55551;22;questionnaire-c7cw;;18231097;BLIND;5385143;;live;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1920x1080;1920x929;Decision Chunk;Demographics (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;;;;No;Mies;;2;71;;54;Suomi;;209;Sujuva / äidinkieli;;3;Muu tutkinto, mikä?;---------;;116754
1;1640783975263;29/12/2021 13:19:35;1640783974508;2;29/12/2021 15:19:34;55551;22;questionnaire-c7cw;;18235888;BLIND;5387595;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 96.0.1054.62;1536x864;2043x1002;Openminded Chunk;Demographics (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;65;;48;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;322105
1;1640799528961;29/12/2021 17:38:48;1640799529344;2;29/12/2021 19:38:49;55551;22;questionnaire-c7cw;;18239311;BLIND;5388970;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1440x900;1152x586;Openminded Chunk;Demographics (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;73;;56;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;39631
1;1641024408624;01/01/2022 08:06:48;1641024409622;2;01/01/2022 10:06:49;55551;22;questionnaire-c7cw;;18255178;BLIND;5399212;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x577;Openminded Chunk;Demographics (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;37;;20;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;16506
1;1641163531828;02/01/2022 22:45:31;1641163531407;2;03/01/2022 00:45:31;55551;22;questionnaire-c7cw;;18264636;BLIND;5411218;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;5760x1080;4147x638;Openminded Chunk;Demographics (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;51;;34;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;44571
1;1641562008658;07/01/2022 13:26:48;1641562006977;2;07/01/2022 15:26:46;55551;22;questionnaire-c7cw;;18354172;BLIND;5435499;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1920x1200;1504x952;Openminded Chunk;Demographics (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;69;;52;Suomi;;209;Sujuva / äidinkieli;;3;Ylioppislastutkinto;;5;30759
1;1641567193925;07/01/2022 14:53:13;1641567195523;2;07/01/2022 16:53:15;55551;22;questionnaire-c7cw;;18356725;BLIND;5436244;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;958x954;Decision Chunk;Demographics (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;;;;No;En halua kertoa;;5;24;;7;Alankomaat;;3;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;18493
1;1641664242724;08/01/2022 17:50:42;1641664242544;2;08/01/2022 19:50:42;55551;22;questionnaire-c7cw;;18375504;BLIND;5440344;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.110;1440x900;1440x821;Openminded Chunk;Demographics (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;43;;26;Suomi;;209;Sujuva / äidinkieli;;3;Ylempi korkeakoulututkinto (esim. Maisteri / diplomi-insinööri / ylempi amk / lääkärit);;2;30230
1;1641761388488;09/01/2022 20:49:48;1641761388381;2;09/01/2022 22:49:48;55551;22;questionnaire-c7cw;;18390701;BLIND;5443499;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 96.0.4664.110;1280x800;1280x603;Openminded Chunk;Demographics (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;63;;46;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;45893
1;1641763393305;09/01/2022 21:23:13;1641763393216;2;09/01/2022 23:23:13;55551;22;questionnaire-c7cw;;18390926;BLIND;5443570;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;1920x937;Openminded Chunk;Demographics (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En halua kertoa;;5;35;;18;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;39084
1;1641820736662;10/01/2022 13:18:56;1641820736514;2;10/01/2022 15:18:56;55551;22;questionnaire-c7cw;;18400702;BLIND;5446208;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1536x864;1142x723;Openminded Chunk;Demographics (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;57;;40;Suomi;;209;Sujuva / äidinkieli;;3;Tohtorintutkinto / lisensiaattitutkinto;;1;43524
1;1641826366577;10/01/2022 14:52:46;1641826366434;2;10/01/2022 16:52:46;55551;22;questionnaire-c7cw;;18403015;BLIND;5446920;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1920x1080;958x927;Openminded Chunk;Demographics (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;56;;39;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;28221
1;1641838954423;10/01/2022 18:22:34;1641838954270;2;10/01/2022 20:22:34;55551;22;questionnaire-c7cw;;18410768;BLIND;5449061;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;2560x1440;2560x1326;Openminded Chunk;Demographics (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Mies;;2;25;;8;Suomi;;209;Sujuva / äidinkieli;;3;Alempi korkeakoulututkinto (esim. Kandidaatti / alempi amk);;3;14738
1;1641892638371;11/01/2022 09:17:18;1641892638195;2;11/01/2022 11:17:18;55551;22;questionnaire-c7cw;;18419510;BLIND;5451953;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1536x864;1536x739;Openminded Chunk;Demographics (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Nainen;;1;33;;16;Suomi;;209;Sujuva / äidinkieli;;3;Ammattikoulututkinto;;4;38905
END OF FILE
