Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;closure1;closure1-quantised;closure2;closure2-quantised;closure3;closure3-quantised;closure4;closure4-quantised;closure5;closure5-quantised;closure6;closure6-quantised;closure7;closure7-quantised;closure8;closure8-quantised;closure9;closure9-quantised;closure10;closure10-quantised;closure11;closure11-quantised;closure12;closure12-quantised;closure13;closure13-quantised;closure14;closure14-quantised;closure15;closure15-quantised;END QUESTIONNAIRE
1;1638363210444;01/12/2021 12:53:30;1638363208621;2;01/12/2021 14:53:28;55551;22;questionnaire-mz16;;17621036;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;3;3;4;4;2;2;3;3;4;4;2;2;2;2;4;4;4;4;4;4;3;3;2;2;2;2;44788
1;1638276694381;30/11/2021 12:51:34;1638276712796;2;30/11/2021 14:51:52;55551;22;questionnaire-mz16;;17587166;BLIND;5192188;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1600x900;1384x775;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;3;3;5;5;2;2;4;4;3;3;5;5;4;4;3;3;2;2;2;2;3;3;3;3;4;4;73563
1;1638270490947;30/11/2021 11:08:10;1638270581065;2;30/11/2021 13:09:41;55551;22;questionnaire-mz16;;17582598;BLIND;5191578;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;4;3;3;4;4;95716
1;1638230988022;30/11/2021 00:09:48;1638230987928;2;30/11/2021 02:09:47;55551;22;questionnaire-mz16;;17573952;BLIND;5189349;;live;;;computer;Desktop or Laptop;Ubuntu undefined;Firefox 94.0;1344x756;1100x608;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;4;4;4;4;5;5;4;4;2;2;2;2;5;5;3;3;5;5;5;5;3;3;5;5;148734
1;1637864213136;25/11/2021 18:16:53;1637864212878;2;25/11/2021 20:16:52;55551;22;questionnaire-mz16;;17487368;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Need for Closure Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;3;3;4;4;2;2;4;4;4;4;3;3;3;3;4;4;1;1;4;4;3;3;1;1;4;4;320513
1;1637663576173;23/11/2021 10:32:56;1637663575927;2;23/11/2021 12:32:55;55551;22;questionnaire-mz16;;17399694;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;2;2;4;4;6;6;4;4;2;2;5;5;2;2;2;2;3;3;1;1;4;4;78154
1;1637658639504;23/11/2021 09:10:39;1637658639426;2;23/11/2021 11:10:39;55551;22;questionnaire-mz16;;17396153;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;2;2;2;2;2;2;2;2;5;5;2;2;2;2;3;3;2;2;4;4;2;2;2;2;2;2;106827
1;1637652657537;23/11/2021 07:30:57;1637652657773;2;23/11/2021 09:30:57;55551;22;questionnaire-mz16;;17395377;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;3;3;4;4;2;2;5;5;5;5;3;3;5;5;4;4;6;6;2;2;2;2;1;1;4;4;191915
1;1637617879798;22/11/2021 21:51:19;1637617879413;2;22/11/2021 23:51:19;55551;22;questionnaire-mz16;;17390222;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;4;4;5;5;2;2;3;3;5;5;4;4;2;2;3;3;1;1;3;3;4;4;2;2;3;3;81043
1;1637594754420;22/11/2021 15:25:54;1637594754771;2;22/11/2021 17:25:54;55551;22;questionnaire-mz16;;17377408;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;4;4;5;5;5;5;4;4;6;6;3;3;4;4;5;5;3;3;4;4;4;4;1;1;3;3;68934
1;1637501603907;21/11/2021 13:33:23;1637501602492;2;21/11/2021 15:33:22;55551;22;questionnaire-mz16;;17351266;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;4;4;2;2;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;2;3;3;78213
1;1637431419039;20/11/2021 18:03:39;1637431418939;2;20/11/2021 20:03:38;55551;22;questionnaire-mz16;;17342009;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;3;3;2;2;3;3;2;2;4;4;5;5;2;2;2;2;6;6;3;3;2;2;3;3;1;1;4;4;129328
1;1637331695971;19/11/2021 14:21:35;1637331695892;2;19/11/2021 16:21:35;55551;22;questionnaire-mz16;;17315230;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;2;2;2;2;5;5;4;4;4;4;6;6;5;5;3;3;6;6;5;5;2;2;4;4;1;1;6;6;93798
1;1635860901443;02/11/2021 13:48:21;1635860900531;1;02/11/2021 14:48:20;55551;22;questionnaire-mz16;;16830832;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;4;4;2;2;2;2;1;1;5;5;3;3;4;4;3;3;1;1;4;4;3;3;2;2;2;2;58103
1;1635790285042;01/11/2021 18:11:25;1635790284876;2;01/11/2021 20:11:24;55551;22;questionnaire-mz16;;16814065;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;6;6;3;3;1;1;4;4;4;4;2;2;2;2;5;5;2;2;6;6;6;6;1;1;5;5;91113
1;1635530002862;29/10/2021 17:53:22;1635530002535;3;29/10/2021 20:53:22;55551;22;questionnaire-mz16;;16777131;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;3;3;5;5;6;6;2;2;2;2;2;2;2;2;3;3;2;2;1;1;2;2;150181
1;1635512646262;29/10/2021 13:04:06;1635512646347;3;29/10/2021 16:04:06;55551;22;questionnaire-mz16;;16771610;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Need for Closure Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;4;4;4;4;4;4;2;2;2;2;5;5;5;5;5;5;3;3;4;4;4;4;4;4;3;3;3;3;49984
1;1635503105794;29/10/2021 10:25:05;1635503106032;3;29/10/2021 13:25:06;55551;22;questionnaire-mz16;;16768621;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;4;4;6;6;5;5;6;6;6;6;4;4;6;6;6;6;6;6;5;5;5;5;3;3;6;6;97003
1;1635356045138;27/10/2021 17:34:05;1635356045342;3;27/10/2021 20:34:05;55551;22;questionnaire-mz16;;16734673;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;3;3;2;2;2;2;3;3;5;5;5;5;4;4;2;2;4;4;3;3;3;3;5;5;3;3;138306
1;1635351104739;27/10/2021 16:11:44;1635351104626;3;27/10/2021 19:11:44;55551;22;questionnaire-mz16;;16732524;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;5;5;6;6;4;4;5;5;1;1;4;4;5;5;5;5;3;3;4;4;4;4;1;1;2;2;81708
1;1635345765040;27/10/2021 14:42:45;1635345767201;3;27/10/2021 17:42:47;55551;22;questionnaire-mz16;;16729415;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;6;6;4;4;2;2;4;4;5;5;5;5;3;3;4;4;4;4;5;5;5;5;2;2;2;2;127841
1;1635341214319;27/10/2021 13:26:54;1635341214141;3;27/10/2021 16:26:54;55551;22;questionnaire-mz16;;16726863;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;3;3;4;4;3;3;3;3;5;5;2;2;5;5;3;3;5;5;4;4;4;4;2;2;2;2;78831
1;1635331035036;27/10/2021 10:37:15;1635331034954;3;27/10/2021 13:37:14;55551;22;questionnaire-mz16;;16723690;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;5;5;4;4;4;4;4;4;4;4;4;4;3;3;5;5;3;3;5;5;5;5;3;3;4;4;71477
1;1635250714026;26/10/2021 12:18:34;1635250713946;3;26/10/2021 15:18:33;55551;22;questionnaire-mz16;;16688928;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1259x953;Openminded Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;5;5;4;4;5;5;4;4;6;6;4;4;3;3;5;5;5;5;3;3;4;4;4;4;2;2;3;3;94413
1;1635177321488;25/10/2021 15:55:21;1635177321280;3;25/10/2021 18:55:21;55551;22;questionnaire-mz16;;16662979;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Need for Closure Scale (Finnish);5;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;3;3;2;2;5;5;2;2;5;5;5;5;3;3;1;1;5;5;4;4;1;1;1;1;2;2;5;5;90527
1;1635168214234;25/10/2021 13:23:34;1635168214138;3;25/10/2021 16:23:34;55551;22;questionnaire-mz16;;16657736;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Need for Closure Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;4;4;4;4;2;2;4;4;5;5;4;4;4;4;3;3;2;2;3;3;4;4;2;2;3;3;66456
1;1635086991057;24/10/2021 14:49:51;1635086995110;3;24/10/2021 17:49:55;55551;22;questionnaire-mz16;;16635340;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;4;4;6;6;3;3;6;6;6;6;4;4;5;5;6;6;3;3;3;3;4;4;1;1;4;4;45802
1;1634899781946;22/10/2021 10:49:41;1634899781764;3;22/10/2021 13:49:41;55551;22;questionnaire-mz16;;16591499;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;2;2;4;4;3;3;2;2;3;3;5;5;4;4;4;4;5;5;4;4;3;3;3;3;1;1;2;2;76429
1;1634754147185;20/10/2021 18:22:27;1634754149082;3;20/10/2021 21:22:29;55551;22;questionnaire-mz16;;16547715;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;2;2;4;4;2;2;4;4;5;5;3;3;4;4;4;4;2;2;3;3;3;3;1;1;3;3;78836
1;1634731839154;20/10/2021 12:10:39;1634731839062;3;20/10/2021 15:10:39;55551;22;questionnaire-mz16;;16534874;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Need for Closure Scale (Finnish);5;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;5;5;1;1;4;4;5;5;3;3;2;2;4;4;3;3;4;4;4;4;2;2;2;2;191071
1;1634728159061;20/10/2021 11:09:19;1634728160064;3;20/10/2021 14:09:20;55551;22;questionnaire-mz16;;16532691;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Need for Closure Scale (Finnish);5;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;5;5;4;4;3;3;5;5;6;6;3;3;2;2;5;5;3;3;4;4;5;5;2;2;4;4;160135
1;1634722012148;20/10/2021 09:26:52;1634722012047;3;20/10/2021 12:26:52;55551;22;questionnaire-mz16;;16529470;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Need for Closure Scale (Finnish);5;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;3;3;1;1;3;3;2;2;4;4;4;4;3;3;2;2;2;2;2;2;2;2;2;2;1;1;178049
1;1634721795374;20/10/2021 09:23:15;1634721795193;3;20/10/2021 12:23:15;55551;22;questionnaire-mz16;;16529352;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Need for Closure Scale (Finnish);5;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;4;4;2;2;2;2;3;3;4;4;2;2;2;2;4;4;2;2;3;3;4;4;2;2;3;3;117282
1;1634721148530;20/10/2021 09:12:28;1634721148397;3;20/10/2021 12:12:28;55551;22;questionnaire-mz16;;16529071;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Need for Closure Scale (Finnish);5;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;6;6;3;3;3;3;4;4;4;4;3;3;3;3;3;3;4;4;5;5;4;4;1;1;4;4;86454
1;1634718999906;20/10/2021 08:36:39;1634718999811;3;20/10/2021 11:36:39;55551;22;questionnaire-mz16;;16527900;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Need for Closure Scale (Finnish);5;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;2;2;3;3;4;4;2;2;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;66407
1;1634717864535;20/10/2021 08:17:44;1634717864374;3;20/10/2021 11:17:44;55551;22;questionnaire-mz16;;16527236;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Need for Closure Scale (Finnish);5;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;6;6;5;5;5;5;6;6;6;6;5;5;4;4;6;6;4;4;5;5;6;6;2;2;5;5;48621
1;1634047135035;12/10/2021 13:58:55;1634047134895;3;12/10/2021 16:58:54;55551;22;questionnaire-mz16;;16329391;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Need for Closure Scale (Finnish);5;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;2;2;4;4;4;4;3;3;4;4;2;2;2;2;5;5;2;2;2;2;2;2;1;1;5;5;70483
1;1634045067926;12/10/2021 13:24:27;1634045067822;3;12/10/2021 16:24:27;55551;22;questionnaire-mz16;;16327674;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Need for Closure Scale (Finnish);5;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;1;1;2;2;1;1;1;1;3;3;6;6;4;4;2;2;5;5;2;2;3;3;4;4;1;1;2;2;95771
1;1632750464706;27/09/2021 13:47:44;1632750464436;3;27/09/2021 16:47:44;55551;22;questionnaire-mz16;;16022641;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;1399x809;Openminded Chunk;Need for Closure Scale (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;3;3;3;3;4;4;3;3;3;3;4;4;4;4;3;3;3;3;4;4;4;4;2;2;3;3;5;5;11593
1;1638351079306;01/12/2021 09:31:19;1638351079192;2;01/12/2021 11:31:19;55551;22;questionnaire-mz16;;17612273;BLIND;5201242;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1920x1080;1920x909;Openminded Chunk;Need for Closure Scale (Finnish);5;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;3;3;1;1;5;5;4;4;3;3;6;6;4;4;3;3;5;5;3;3;5;5;4;4;3;3;5;5;125004
END OF FILE
