Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;extroversionNormal;extroversionNormal-quantised;agreeablenessReverse;agreeablenessReverse-quantised;conscientiousnessNormal;conscientiousnessNormal-quantised;emotionalStabilityReverse;emotionalStabilityReverse-quantised;opennessNormal;opennessNormal-quantised;extroversionReverse;extroversionReverse-quantised;agreeablenessNormal;agreeablenessNormal-quantised;conscientiousnessReverse;conscientiousnessReverse-quantised;emotionalStabilityNormal;emotionalStabilityNormal-quantised;opennessReverse;opennessReverse-quantised;END QUESTIONNAIRE
1;1637658053073;23/11/2021 09:00:53;1637658052987;2;23/11/2021 11:00:52;55551;22;questionnaire-w8n1;;17396027;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;6;6;5;5;6;6;2;2;5;5;4;4;5;5;2;2;48275
1;1637652853379;23/11/2021 07:34:13;1637652853618;2;23/11/2021 09:34:13;55551;22;questionnaire-w8n1;;17395401;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;5;5;6;6;6;6;2;2;5;5;4;4;1;1;1;1;144108
1;1637618198261;22/11/2021 21:56:38;1637618197900;2;22/11/2021 23:56:37;55551;22;questionnaire-w8n1;;17390352;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;5;5;6;6;3;3;6;6;2;2;6;6;3;3;35110
1;1637595180105;22/11/2021 15:33:00;1637595180453;2;22/11/2021 17:33:00;55551;22;questionnaire-w8n1;;17377683;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;6;6;6;6;5;5;6;6;4;4;6;6;4;4;6;6;2;2;52254
1;1637501753513;21/11/2021 13:35:53;1637501752091;2;21/11/2021 15:35:52;55551;22;questionnaire-w8n1;;17351314;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;6;6;5;5;4;4;4;4;5;5;3;3;2;2;72252
1;1637331835083;19/11/2021 14:23:55;1637331835011;2;19/11/2021 16:23:55;55551;22;questionnaire-w8n1;;17315340;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;4;4;6;6;6;6;3;3;6;6;2;2;4;4;1;1;62597
1;1635944318843;03/11/2021 12:58:38;1635944318674;2;03/11/2021 14:58:38;55551;22;questionnaire-w8n1;;16851897;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;5;5;3;3;5;5;5;5;5;5;5;5;6;6;2;2;26310
1;1635860439074;02/11/2021 13:40:39;1635860438085;1;02/11/2021 14:40:38;55551;22;questionnaire-w8n1;;16830505;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;7;7;2;2;7;7;6;6;5;5;5;5;4;4;1;1;25328
1;1635789782965;01/11/2021 18:03:02;1635789782766;2;01/11/2021 20:03:02;55551;22;questionnaire-w8n1;;16813969;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;6;6;5;5;3;3;7;7;6;6;2;2;5;5;3;3;92653
1;1635529640581;29/10/2021 17:47:20;1635529640261;3;29/10/2021 20:47:20;55551;22;questionnaire-w8n1;;16777051;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;2;2;2;2;2;2;6;6;1;1;5;5;5;5;3;3;2;2;137325
1;1635512583960;29/10/2021 13:03:03;1635512584069;3;29/10/2021 16:03:04;55551;22;questionnaire-w8n1;;16771594;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;6;6;2;2;4;4;6;6;7;7;2;2;7;7;3;3;5;5;3;3;33841
1;1635502979915;29/10/2021 10:22:59;1635502980106;3;29/10/2021 13:23:00;55551;22;questionnaire-w8n1;;16768587;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;2;2;6;6;5;5;6;6;6;6;7;7;2;2;3;3;64021
1;1635355406090;27/10/2021 17:23:26;1635355406304;3;27/10/2021 20:23:26;55551;22;questionnaire-w8n1;;16734339;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;3;3;3;3;2;2;6;6;5;5;3;3;2;2;108072
1;1635351188314;27/10/2021 16:13:08;1635351188177;3;27/10/2021 19:13:08;55551;22;questionnaire-w8n1;;16732553;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;3;3;4;4;4;4;4;4;3;3;6;6;5;5;3;3;4;4;48279
1;1635346087341;27/10/2021 14:48:07;1635346089479;3;27/10/2021 17:48:09;55551;22;questionnaire-w8n1;;16729585;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;5;5;7;7;1;1;5;5;6;6;2;2;1;1;6;6;2;2;93628
1;1635341916918;27/10/2021 13:38:36;1635341916768;3;27/10/2021 16:38:36;55551;22;questionnaire-w8n1;;16727175;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;6;6;2;2;6;6;2;2;5;5;2;2;6;6;5;5;84626
1;1635331165688;27/10/2021 10:39:25;1635331165581;3;27/10/2021 13:39:25;55551;22;questionnaire-w8n1;;16723736;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;6;6;2;2;6;6;2;2;7;7;2;2;6;6;2;2;73362
1;1635177466952;25/10/2021 15:57:46;1635177466840;3;25/10/2021 18:57:46;55551;22;questionnaire-w8n1;;16663096;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;4;4;4;4;6;6;5;5;7;7;5;5;4;4;3;3;80398
1;1635169179222;25/10/2021 13:39:39;1635169179141;3;25/10/2021 16:39:39;55551;22;questionnaire-w8n1;;16658165;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;3;3;6;6;5;5;3;3;4;4;3;3;3;3;3;3;82319
1;1635086947971;24/10/2021 14:49:07;1635086952018;3;24/10/2021 17:49:12;55551;22;questionnaire-w8n1;;16635328;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;4;4;6;6;5;5;4;4;4;4;5;5;3;3;3;3;37647
1;1635007960929;23/10/2021 16:52:40;1635007970086;2;23/10/2021 18:52:50;55551;22;questionnaire-w8n1;;16624865;BLIND;4914191;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;7;7;2;2;3;3;2;2;5;5;2;2;7;7;3;3;3;3;1;1;62713
1;1634899490110;22/10/2021 10:44:50;1634899489954;3;22/10/2021 13:44:49;55551;22;questionnaire-w8n1;;16591432;BLIND;4907987;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1280x720;1280x573;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;;No;2;2;1;1;5;5;2;2;5;5;3;3;6;6;2;2;6;6;3;3;45467
1;1634754023487;20/10/2021 18:20:23;1634754025375;3;20/10/2021 21:20:25;55551;22;questionnaire-w8n1;;16547615;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;5;5;3;3;5;5;6;6;6;6;4;4;6;6;4;4;3;3;59805
1;1634742331097;20/10/2021 15:05:31;1634742331003;3;20/10/2021 18:05:31;55551;22;questionnaire-w8n1;;16541113;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x610;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;1;1;4;4;5;5;6;6;2;2;6;6;4;4;3;3;2;2;36712
1;1634731561535;20/10/2021 12:06:01;1634731561417;3;20/10/2021 15:06:01;55551;22;questionnaire-w8n1;;16534758;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;5;5;5;5;7;7;6;6;6;6;2;2;3;3;1;1;156850
1;1634722324386;20/10/2021 09:32:04;1634722324132;3;20/10/2021 12:32:04;55551;22;questionnaire-w8n1;;16529654;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;1;1;6;6;1;1;5;5;3;3;5;5;2;2;5;5;3;3;86400
1;1634722191611;20/10/2021 09:29:51;1634722191495;3;20/10/2021 12:29:51;55551;22;questionnaire-w8n1;;16529565;BLIND;4887029;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1920x1080;1621x883;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;3;3;7;7;1;1;7;7;3;3;4;4;2;2;7;7;5;5;122908
1;1634721477068;20/10/2021 09:17:57;1634721476984;3;20/10/2021 12:17:56;55551;22;questionnaire-w8n1;;16529231;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;3;3;5;5;3;3;5;5;5;5;6;6;5;5;5;5;2;2;80104
1;1634719105568;20/10/2021 08:38:25;1634719105474;3;20/10/2021 11:38:25;55551;22;questionnaire-w8n1;;16527974;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;4;4;3;3;6;6;4;4;4;4;4;4;4;4;2;2;6;6;4;4;32249
1;1634718058188;20/10/2021 08:20:58;1634718058062;3;20/10/2021 11:20:58;55551;22;questionnaire-w8n1;;16527371;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;3;3;6;6;5;5;5;5;6;6;5;5;1;1;5;5;3;3;33402
1;1634047075462;12/10/2021 13:57:55;1634047075336;3;12/10/2021 16:57:55;55551;22;questionnaire-w8n1;;16329365;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;6;6;2;2;5;5;5;5;6;6;3;3;3;3;1;1;57784
1;1634044410292;12/10/2021 13:13:30;1634044410212;3;12/10/2021 16:13:30;55551;22;questionnaire-w8n1;;16327289;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;4;4;7;7;1;1;7;7;2;2;4;4;1;1;2;2;1;1;89656
1;1632750442154;27/09/2021 13:47:22;1632750441795;3;27/09/2021 16:47:21;55551;22;questionnaire-w8n1;;16022626;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;1399x809;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;3;3;4;4;4;4;5;5;5;5;3;3;2;2;5;5;7519
1;1639593152459;15/12/2021 18:32:32;1639593152526;2;15/12/2021 20:32:32;55551;22;questionnaire-w8n1;;18031149;BLIND;5320807;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 95.0;1920x1080;1920x899;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;6;6;5;5;5;5;4;4;5;5;2;2;6;6;3;3;5;5;2;2;86795
1;1639583796267;15/12/2021 15:56:36;1639583796373;2;15/12/2021 17:56:36;55551;22;questionnaire-w8n1;;18022305;BLIND;5317567;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.93;1920x1080;1920x937;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;No;6;6;5;5;4;4;2;2;5;5;2;2;5;5;2;2;5;5;3;3;136982
1;1639331860715;12/12/2021 17:57:40;1639331860594;2;12/12/2021 19:57:40;55551;22;questionnaire-w8n1;;17954998;BLIND;5294346;;live;;;computer;Desktop or Laptop;Linux x86_64;Firefox 94.0;1920x1080;1920x966;Science Chunk;Big 5 Personality TIPI (Finnish);4;KLJMINHAGBFCED;Decision Chunk;Science Chunk;;;No;6;6;5;5;1;1;1;1;7;7;1;1;2;2;7;7;2;2;7;7;113170
1;1639163321300;10/12/2021 19:08:41;1639163321195;2;10/12/2021 21:08:41;55551;22;questionnaire-w8n1;;17927913;BLIND;5287907;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1920x1080;1324x994;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;2;2;6;6;4;4;5;5;3;3;6;6;3;3;6;6;3;3;131484
1;1637855739438;25/11/2021 15:55:39;1637855739314;2;25/11/2021 17:55:39;55551;22;questionnaire-w8n1;;17476531;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;6;6;6;6;7;7;5;5;2;2;7;7;1;1;4;4;3;3;7756881
1;1637431803632;20/11/2021 18:10:03;1637431803561;2;20/11/2021 20:10:03;55551;22;questionnaire-w8n1;;17342121;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;2;2;4;4;5;5;2;2;6;6;6;6;4;4;4;4;5;5;1;1;85517
1;1635251039745;26/10/2021 12:23:59;1635251039224;3;26/10/2021 15:23:59;55551;22;questionnaire-w8n1;;16689100;BLIND;4929121;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1259x953;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;5;5;5;5;6;6;5;5;6;6;6;6;4;4;5;5;7;7;100747
1;1634637810285;19/10/2021 10:03:30;1634637808519;3;19/10/2021 13:03:28;55551;22;questionnaire-w8n1;;16492440;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x780;Openminded Chunk;Big 5 Personality TIPI (Finnish);4;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;5;5;2;2;5;5;5;5;6;6;3;3;3;3;4;4;52473
END OF FILE
