Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;text
30;1641970859116;12/01/2022 07:00:59;1641970859078;2;12/01/2022 09:00:59;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;34503.59999999963;29655.299999999814;;ovistoppari;6;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
31;1641970871102;12/01/2022 07:01:11;1641970871057;2;12/01/2022 09:01:11;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;46480.39999999944;39296.59999999963;;maila erilaisiin peleihin ja urheiluun;7;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
32;1641970874544;12/01/2022 07:01:14;1641970874512;2;12/01/2022 09:01:14;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;49935.700000000186;48543.799999999814;;lyömäase;8;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
33;1641970882467;12/01/2022 07:01:22;1641970882424;2;12/01/2022 09:01:22;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;57847.200000000186;54535.59999999963;;kuntoiluapuväline;9;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
34;1641970892945;12/01/2022 07:01:32;1641970892912;2;12/01/2022 09:01:32;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;68335.29999999981;67327.20000000019;;hylly;10;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
35;1641970903320;12/01/2022 07:01:43;1641970903248;2;12/01/2022 09:01:43;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;78671.70000000019;76727.29999999981;;polttoaine;11;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
36;1641970924152;12/01/2022 07:02:04;1641970924106;2;12/01/2022 09:02:04;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;advancementZone;response_text_multi;99527.59999999963;89119.5;;taitelijantarvike, esim. maalauspohja;12;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
37;1641970944606;12/01/2022 07:02:24;1641970944575;2;12/01/2022 09:02:24;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;Zone1;timelimit_screen;119999.054;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
38;1641970947343;12/01/2022 07:02:27;1641970947306;2;12/01/2022 09:02:27;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;2;Screen 2;advancementZone;continue_button;2725.9000000003725;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
39;1641970975526;12/01/2022 07:02:55;1641970975482;2;12/01/2022 09:02:55;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;28168.799999999814;6386.0999999996275;;resetointipiikki tai pienen ponnahduslukon avaaja erilaisille laitteille, esim. puhelimille;1;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
40;1641970979642;12/01/2022 07:02:59;1641970979610;2;12/01/2022 09:02:59;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;32297.099999999627;31633.099999999627;;koru';2;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
41;1641970990146;12/01/2022 07:03:10;1641970990108;2;12/01/2022 09:03:10;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;42792.39999999944;40216.799999999814;;pussinsuljin;3;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
42;1641971007193;12/01/2022 07:03:27;1641971007148;2;12/01/2022 09:03:27;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;59832.200000000186;51768.5;;siivousväline ahtaille raoille;4;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
43;1641971021639;12/01/2022 07:03:41;1641971021596;2;12/01/2022 09:03:41;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;74280.39999999944;69017.29999999981;;taiteilijan työkalu kaiverrukseen;5;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
44;1641971034074;12/01/2022 07:03:54;1641971034044;2;12/01/2022 09:03:54;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;advancementZone;response_text_multi;86728.89999999944;76656.79999999981;;materiaali nukkekodin vaateripustimiin;6;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
45;1641971067793;12/01/2022 07:04:27;1641971067314;2;12/01/2022 09:04:27;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;1;Screen 1;Zone1;timelimit_screen;119999.39199999999;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
46;1641971069557;12/01/2022 07:04:29;1641971069526;2;12/01/2022 09:04:29;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;3;2;Screen 2;advancementZone;continue_button;2206.7000000001863;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
47;1641971074293;12/01/2022 07:04:34;1641971074262;2;12/01/2022 09:04:34;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;4731.399999999441;2611;;kukkaruukku;1;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
48;1641971078101;12/01/2022 07:04:38;1641971078062;2;12/01/2022 09:04:38;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;8531.799999999814;5299.399999999441;;linnunpönttö;2;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
49;1641971089875;12/01/2022 07:04:49;1641971089846;2;12/01/2022 09:04:49;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;20315.799999999814;14067.399999999441;;lemmikkijyrsijän pesäkoko;3;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
50;1641971097546;12/01/2022 07:04:57;1641971097509;2;12/01/2022 09:04:57;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;27979.199999999255;25755.799999999814;;lampunvarjostin;4;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
51;1641971128333;12/01/2022 07:05:28;1641971128295;2;12/01/2022 09:05:28;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;58763.299999999814;42076.09999999963;;raskaan tolpan huopatassumainen pehmuste;5;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
52;1641971146803;12/01/2022 07:05:46;1641971146775;2;12/01/2022 09:05:46;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;77243.09999999963;63867.699999999255;;vesipullon tai kahvikupin kaatumisen estävä teline;6;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
53;1641971161168;12/01/2022 07:06:01;1641971161127;2;12/01/2022 09:06:01;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;91595.69999999925;84003.69999999925;;vasara naulojen hakkaamiseen, jos kva korko;7;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
54;1641971168433;12/01/2022 07:06:08;1641971167959;2;12/01/2022 09:06:07;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;98427.59999999963;93579.59999999963;;lyömäase;8;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
55;1641971180358;12/01/2022 07:06:20;1641971180312;2;12/01/2022 09:06:20;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;110780;108243.29999999981;;hääauton koriste;9;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
56;1641971189565;12/01/2022 07:06:29;1641971189533;2;12/01/2022 09:06:29;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;advancementZone;response_text_multi;119998.91999999998;;;heitto;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
57;1641971189653;12/01/2022 07:06:29;1641971189534;2;12/01/2022 09:06:29;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;1;Screen 1;Zone1;timelimit_screen;119998.91999999998;;;;;0;1;0;;;1;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
58;1641971192683;12/01/2022 07:06:32;1641971192640;2;12/01/2022 09:06:32;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;4;2;Screen 2;advancementZone;continue_button;3102;;;;;0;1;0;;;;;1;Trials;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
59;1641971193836;12/01/2022 07:06:33;1641971193807;2;12/01/2022 09:06:33;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;1;1;Screen 1;advancementZone;continue_button;1162.7000000001863;;;;;0;1;0;;;;;;Debrief;
60;1641971193991;12/01/2022 07:06:33;1641971193810;2;12/01/2022 09:06:33;55551;23;task-7mar;;18449326;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Unusual Uses Task (Finnish);5;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;525750;;;;;0;1;0;;;;;;;
END OF FILE
