Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Text;Likert;Source;Source_topic;ShowProgressBar
50;1641969296218;12/01/2022 06:34:56;1641969295553;2;12/01/2022 08:34:55;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;1;Screen 1;advancementZone;continue_button;329121.2999999998;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
51;1641969298671;12/01/2022 06:34:58;1641969298495;2;12/01/2022 08:34:58;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;2;Screen 5;Zone7;response_button_image;2585.6999999997206;;;SAM_1.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
52;1641969299487;12/01/2022 06:34:59;1641969299319;2;12/01/2022 08:34:59;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;3;Screen 6;Zone19;response_button_image;813;;;SAM_2.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
53;1641969346038;12/01/2022 06:35:46;1641969345880;2;12/01/2022 08:35:45;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;4;Screen 3;Zone3;response_rating_scale_likert;46554.89999999991;;;Luotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
54;1641969346117;12/01/2022 06:35:46;1641969345881;2;12/01/2022 08:35:45;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;4;Screen 3;Zone5;response_text_area;46554.89999999991;;;Tiede-lehden julkaisut ovat yleensä hyvin tehtyjä ja toimittajat tekevät taustatyönsä. Haastateltu oli alansa asiantuntija.;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
55;1641969346117;12/01/2022 06:35:46;1641969345881;2;12/01/2022 08:35:45;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;4;Screen 3;Zone6;continue_button;46554.89999999991;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
56;1641969349183;12/01/2022 06:35:49;1641969349023;2;12/01/2022 08:35:49;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;5;Screen 10;Zone3;response_rating_scale_likert_active;3137.5;;;Paljon;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
57;1641969350979;12/01/2022 06:35:50;1641969350814;2;12/01/2022 08:35:50;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;6;Screen 4;Zone3;response_rating_scale_likert_active;1787.1000000000931;;;Vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
58;1641969353658;12/01/2022 06:35:53;1641969353494;2;12/01/2022 08:35:53;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;7;Screen 2;Zone3;response_rating_scale_likert_active;2676;;;Luultavasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
59;1641969358357;12/01/2022 06:35:58;1641969358325;2;12/01/2022 08:35:58;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;8;Screen 11;Zone3;response_rating_scale_likert_active;4683.9000000003725;;;Varmasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
60;1641969361272;12/01/2022 06:36:01;1641969361245;2;12/01/2022 08:36:01;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;9;Screen 7;Zone3;response_rating_scale_likert_active;2916.1999999997206;;;Jokseenkin tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
61;1641969363630;12/01/2022 06:36:03;1641969363605;2;12/01/2022 08:36:03;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;10;Screen 8;Zone3;response_rating_scale_likert_active;2355.7000000001863;;;Erittäin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
62;1641969365786;12/01/2022 06:36:05;1641969365757;2;12/01/2022 08:36:05;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;4;11;Screen 9;Zone3;response_rating_scale_likert_active;2146.4000000003725;;;Hyvin uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>";Suo syntyy uudestaan;1
63;1641969535510;12/01/2022 06:38:55;1641969535334;2;12/01/2022 08:38:55;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;1;Screen 1;advancementZone;continue_button;169558.3999999999;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
64;1641969537609;12/01/2022 06:38:57;1641969537575;2;12/01/2022 08:38:57;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;2;Screen 5;Zone7;response_button_image;2230.399999999907;;;SAM_1.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
65;1641969538477;12/01/2022 06:38:58;1641969538447;2;12/01/2022 08:38:58;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;3;Screen 6;Zone19;response_button_image;862.3999999999069;;;SAM_2.4.PNG;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
66;1641969579026;12/01/2022 06:39:39;1641969578998;2;12/01/2022 08:39:38;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone3;response_rating_scale_likert;40546.60000000009;;;Epäluotettava;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
67;1641969579096;12/01/2022 06:39:39;1641969578999;2;12/01/2022 08:39:38;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone5;response_text_area;40546.60000000009;;;Nimetön, yleisönosastomainen kirjoitus. Allekirjoitettu titteleillä, jotka voivat aiva hyvin olla keksittyjä, koska nimiään eivät kirjoittajat ole kehdanneet julkaista. ;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
68;1641969579096;12/01/2022 06:39:39;1641969578999;2;12/01/2022 08:39:38;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;4;Screen 3;Zone6;continue_button;40546.60000000009;;;;;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
69;1641969581312;12/01/2022 06:39:41;1641969581279;2;12/01/2022 08:39:41;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;5;Screen 10;Zone3;response_rating_scale_likert_active;2274.2000000001863;;;Vähän;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
70;1641969584819;12/01/2022 06:39:44;1641969584798;2;12/01/2022 08:39:44;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;6;Screen 4;Zone3;response_rating_scale_likert_active;3516;;;Ei ollenkaan vakuuttava;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
71;1641969586713;12/01/2022 06:39:46;1641969586678;2;12/01/2022 08:39:46;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;7;Screen 2;Zone3;response_rating_scale_likert_active;1876.3000000002794;;;Varmasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
72;1641969590085;12/01/2022 06:39:50;1641969590063;2;12/01/2022 08:39:50;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;8;Screen 11;Zone3;response_rating_scale_likert_active;3380.7000000001863;;;Varmasti en;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
73;1641969591939;12/01/2022 06:39:51;1641969591911;2;12/01/2022 08:39:51;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;9;Screen 7;Zone3;response_rating_scale_likert_active;1844.2999999998137;;;Jokseenkin tuttu;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
74;1641969597076;12/01/2022 06:39:57;1641969597055;2;12/01/2022 08:39:57;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;10;Screen 8;Zone3;response_rating_scale_likert_active;5140.5;;;Erittäin kiinnostavana;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
75;1641969599666;12/01/2022 06:39:59;1641969599638;2;12/01/2022 08:39:59;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;5;11;Screen 9;Zone3;response_rating_scale_likert_active;2580;;;Hyvin uteliaasti;1;0;1;0;;;;;1;Reading;;;;"<a href=""https://www.pieksamaenlehti.fi/paakirjoitus-mielipide/3159933"" target=""_blank""> Palaako peltoviljely pääosin kangasmaille?</a>";Palaako peltoviljely pääosin kangasmaille?;1
76;1641969601898;12/01/2022 06:40:01;1641969601870;2;12/01/2022 08:40:01;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;1;Screen 1;Zone2;continue_button;2227.3000000002794;;;;;0;1;0;;;;;;Finish;;;;;;
77;1641969602039;12/01/2022 06:40:02;1641969601873;2;12/01/2022 08:40:01;55551;23;task-zryk;;18449214;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Citizen's Initiative (Finnish) (2nd version);18;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;1378705;;;;;0;1;0;;;;;;;;;;;;
END OF FILE
