Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;sc-1;sc-1-text;sc-1-quantised;sc-2;sc-2-text;sc-2-quantised;sc-3;sc-3-text;sc-3-quantised;sc-4;sc-4-text;sc-4-quantised;END QUESTIONNAIRE
1;1644018488576;04/02/2022 23:48:08;1644018488483;2;05/02/2022 01:48:08;55551;25;questionnaire-go4a;;19184838;BLIND;5686104;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 98.0.4758.80;1920x1080;1351x895;Openminded Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;44398
1;1644063884232;05/02/2022 12:24:44;1644063884954;2;05/02/2022 14:24:44;55551;25;questionnaire-go4a;;19192426;BLIND;5687135;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x552;Openminded Chunk;Science Curiosity Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;918306
1;1644074791663;05/02/2022 15:26:31;1644074217186;2;05/02/2022 17:16:57;55551;25;questionnaire-go4a;;19196840;BLIND;5687746;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1202x618;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Yhtä;;2;Samaa mieltä;;4;Täysin samaa mieltä;;5;63271
1;1644077661304;05/02/2022 16:14:21;1644077661208;2;05/02/2022 18:14:21;55551;25;questionnaire-go4a;;19198194;BLIND;5688370;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x800;1280x634;Openminded Chunk;Science Curiosity Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Samaa mieltä;;4;Täysin samaa mieltä;;5;45477
1;1644138781995;06/02/2022 09:13:01;1644138783306;2;06/02/2022 11:13:03;55551;25;questionnaire-go4a;;19206299;BLIND;5691188;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x609;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kolmea tai neljää;;4;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;32293
1;1644150329786;06/02/2022 12:25:29;1644150329680;2;06/02/2022 14:25:29;55551;25;questionnaire-go4a;;19209673;BLIND;5691497;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 95.0.4638.69;1280x800;1280x702;Openminded Chunk;Science Curiosity Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Viittä tai enemmän;;5;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;65836
1;1644179154127;06/02/2022 20:25:54;1644179329192;2;06/02/2022 22:28:49;55551;25;questionnaire-go4a;;19219220;BLIND;5693586;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.43;1366x768;1366x625;Openminded Chunk;Science Curiosity Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;53451
1;1644181056419;06/02/2022 20:57:36;1644181056247;2;06/02/2022 22:57:36;55551;25;questionnaire-go4a;;19219743;BLIND;5693701;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1824x1140;1753x965;Openminded Chunk;Science Curiosity Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kolmea tai neljää;;4;Samaa mieltä;;4;Samaa mieltä;;4;103994
1;1644226604079;07/02/2022 09:36:44;1644226603903;2;07/02/2022 11:36:43;55551;25;questionnaire-go4a;;19225999;BLIND;5695843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.0.1;1280x800;1280x634;Openminded Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;En yhtään;;1;Ei eri eikä samaa mieltä;;3;Ei eri eikä samaa mieltä;;3;25234
1;1644227432628;07/02/2022 09:50:32;1644227432131;2;07/02/2022 11:50:32;55551;25;questionnaire-go4a;;19226322;BLIND;5695925;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1366x663;Openminded Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;32728
1;1644414950542;09/02/2022 13:55:50;1644414950544;2;09/02/2022 15:55:50;55551;25;questionnaire-go4a;;19307168;BLIND;5726771;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x778;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Yhtä;;2;Ei eri eikä samaa mieltä;;3;Täysin eri mieltä;;1;44039
1;1644438213770;09/02/2022 20:23:33;1644438213689;2;09/02/2022 22:23:33;55551;25;questionnaire-go4a;;19321963;BLIND;5731793;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1280x800;1204x649;Reasoning Chunk;Science Curiosity Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Kahdesti vuodessa;;3;Kolmea tai neljää;;4;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;42712
1;1644439634511;09/02/2022 20:47:14;1644439653862;2;09/02/2022 22:47:33;55551;25;questionnaire-go4a;;19322514;BLIND;5731864;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1242x597;Openminded Chunk;Science Curiosity Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kahta;;3;Samaa mieltä;;4;Samaa mieltä;;4;33925
1;1644567061086;11/02/2022 08:11:01;1644567061917;2;11/02/2022 10:11:01;55551;25;questionnaire-go4a;;19365978;BLIND;5747184;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1280x616;Openminded Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;32437
1;1644698224369;12/02/2022 20:37:04;1644698224710;2;12/02/2022 22:37:04;55551;25;questionnaire-go4a;;19403007;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1184x666;1184x570;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Samaa mieltä;;4;75868
1;1644858716772;14/02/2022 17:11:56;1644858716681;2;14/02/2022 19:11:56;55551;25;questionnaire-go4a;;19436892;BLIND;5767733;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 97.0.4692.99;1440x900;1292x731;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Samaa mieltä;;4;Samaa mieltä;;4;34898
1;1644928561423;15/02/2022 12:36:01;1644928561280;2;15/02/2022 14:36:01;55551;25;questionnaire-go4a;;19457385;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Science Curiosity Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Yhtä;;2;Samaa mieltä;;4;Täysin eri mieltä;;1;50648
1;1645044640691;16/02/2022 20:50:40;1645044640171;2;16/02/2022 22:50:40;55551;25;questionnaire-go4a;;19513456;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Science Curiosity Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Kolmea tai neljää;;4;Samaa mieltä;;4;Eri mieltä;;2;62121
1;1645114428793;17/02/2022 16:13:48;1645114428342;2;17/02/2022 18:13:48;55551;25;questionnaire-go4a;;19541870;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Science Curiosity Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Yhtä;;2;Samaa mieltä;;4;Samaa mieltä;;4;52579
1;1645172416993;18/02/2022 08:20:16;1645172416908;2;18/02/2022 10:20:16;55551;25;questionnaire-go4a;;19560993;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Kahta;;3;Täysin samaa mieltä;;5;Samaa mieltä;;4;38354
1;1645187445883;18/02/2022 12:30:45;1645187444747;2;18/02/2022 14:30:44;55551;25;questionnaire-go4a;;19567246;BLIND;5808176;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Reasoning Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3-4 kertaa vuodessa;;4;En yhtään;;1;Samaa mieltä;;4;Samaa mieltä;;4;48606
1;1645249325953;19/02/2022 05:42:05;1645249325024;2;19/02/2022 07:42:05;55551;25;questionnaire-go4a;;19595532;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Samaa mieltä;;4;Eri mieltä;;2;53518
1;1645276793288;19/02/2022 13:19:53;1645276794177;2;19/02/2022 15:19:54;55551;25;questionnaire-go4a;;19600254;BLIND;5819125;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1600x900;1280x606;Decision Chunk;Science Curiosity Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;;;;No;En kertaakaan;;1;Yhtä;;2;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;41143
1;1645434326715;21/02/2022 09:05:26;1645434326538;2;21/02/2022 11:05:26;55551;25;questionnaire-go4a;;19633284;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Science Curiosity Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3-4 kertaa vuodessa;;4;Kahta;;3;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;32051
1;1645497517114;22/02/2022 02:38:37;1645497516912;2;22/02/2022 04:38:36;55551;25;questionnaire-go4a;;19668631;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;777x481;Openminded Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Kolmea tai neljää;;4;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;37293
1;1645550914613;22/02/2022 17:28:34;1645550914355;2;22/02/2022 19:28:34;55551;25;questionnaire-go4a;;19692949;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Science Curiosity Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Yhtä;;2;Ei eri eikä samaa mieltä;;3;Eri mieltä;;2;54079
1;1645553174153;22/02/2022 18:06:14;1645553173493;2;22/02/2022 20:06:13;55551;25;questionnaire-go4a;;19694766;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kahta;;3;Täysin samaa mieltä;;5;Samaa mieltä;;4;67659
1;1645692362765;24/02/2022 08:46:02;1645692362668;2;24/02/2022 10:46:02;55551;25;questionnaire-go4a;;19752885;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Samaa mieltä;;4;Samaa mieltä;;4;85876
1;1645783672724;25/02/2022 10:07:52;1645783672666;2;25/02/2022 12:07:52;55551;25;questionnaire-go4a;;19808973;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1220;Openminded Chunk;Science Curiosity Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Ei eri eikä samaa mieltä;;3;266884
1;1645821540999;25/02/2022 20:39:00;1645821541464;2;25/02/2022 22:39:01;55551;25;questionnaire-go4a;;19847860;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Science Curiosity Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Viittä tai enemmän;;5;Ei eri eikä samaa mieltä;;3;Samaa mieltä;;4;43841
1;1645959883595;27/02/2022 11:04:43;1645960246266;2;27/02/2022 13:10:46;55551;25;questionnaire-go4a;;19872435;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Kahta;;3;Samaa mieltä;;4;Täysin samaa mieltä;;5;46529
1;1645994945454;27/02/2022 20:49:05;1645994944710;2;27/02/2022 22:49:04;55551;25;questionnaire-go4a;;19880523;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;44404
1;1646049936207;28/02/2022 12:05:36;1646049936088;2;28/02/2022 14:05:36;55551;25;questionnaire-go4a;;19891970;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Yhtä;;2;Täysin samaa mieltä;;5;Samaa mieltä;;4;104330
END OF FILE
